Município,codigo_ibge,Índice de Isolamento (%),Dia da Semana,Data
Bertioga,3506359,53,domingo ,2020-08-23
Campinas,3509502,46,domingo ,2020-08-23
Americana,3501608,41,domingo ,2020-08-23
Várzea Paulista,3556503,48,domingo ,2020-08-23
Guaratinguetá,3518404,46,domingo ,2020-08-23
Suzano,3552502,42,domingo ,2020-08-23
Piracicaba,3538709,45,domingo ,2020-08-23
São Roque,3550605,53,domingo ,2020-08-23
Santos,3548500,46,domingo ,2020-08-23
Amparo,3501905,47,domingo ,2020-08-23
Mogi Das Cruzes,3530607,50,domingo ,2020-08-23
Itapeva,3522406,47,domingo ,2020-08-23
Mongaguá,3531100,47,domingo ,2020-08-23
Lençóis Paulista,3526803,47,domingo ,2020-08-23
Piedade,3537800,57,domingo ,2020-08-23
Itapecerica Da Serra,3522208,51,domingo ,2020-08-23
Vargem Grande Paulista,3556453,55,domingo ,2020-08-23
São José Dos Campos,3549904,52,domingo ,2020-08-23
Salto,3545209,45,domingo ,2020-08-23
Embu Das Artes,3515004,55,domingo ,2020-08-23
Atibaia,3504107,46,domingo ,2020-08-23
Ibitinga,3519600,51,domingo ,2020-08-23
Cruzeiro,3513405,45,domingo ,2020-08-23
Bebedouro,3506102,53,domingo ,2020-08-23
Peruíbe,3537602,52,domingo ,2020-08-23
Leme,3526704,52,domingo ,2020-08-23
Ribeirão Preto,3543402,50,domingo ,2020-08-23
Santo André,3547809,50,domingo ,2020-08-23
Jandira,3525003,40,domingo ,2020-08-23
Mogi Mirim,3530805,51,domingo ,2020-08-23
São José Do Rio Pardo,3549706,61,domingo ,2020-08-23
Mococa,3530508,65,domingo ,2020-08-23
Taubaté,3554102,44,domingo ,2020-08-23
Itapetininga,3522307,50,domingo ,2020-08-23
Lorena,3527207,49,domingo ,2020-08-23
Caçapava,3508504,51,domingo ,2020-08-23
Penápolis,3537305,53,domingo ,2020-08-23
Itanhaém,3522109,50,domingo ,2020-08-23
Birigui,3506508,45,domingo ,2020-08-23
Osasco,3534401,45,domingo ,2020-08-23
Rio Claro,3543907,47,domingo ,2020-08-23
Praia Grande,3541000,51,domingo ,2020-08-23
Catanduva,3511102,44,domingo ,2020-08-23
Itu,3523909,42,domingo ,2020-08-23
Araçatuba,3502804,40,domingo ,2020-08-23
Araras,3503307,46,domingo ,2020-08-23
Mogi Guaçu,3530706,48,domingo ,2020-08-23
Francisco Morato,3516309,49,domingo ,2020-08-23
Itararé,3523206,57,domingo ,2020-08-23
Jaú,3525300,49,domingo ,2020-08-23
Indaiatuba,3520509,50,domingo ,2020-08-23
Ourinhos,3534708,48,domingo ,2020-08-23
Sumaré,3552403,44,domingo ,2020-08-23
Marília,3529005,45,domingo ,2020-08-23
Cotia,3513009,49,domingo ,2020-08-23
Assis,3504008,47,domingo ,2020-08-23
Sertãozinho,3551702,50,domingo ,2020-08-23
Botucatu,3507506,46,domingo ,2020-08-23
Nova Odessa,3533403,47,domingo ,2020-08-23
Presidente Prudente,3541406,43,domingo ,2020-08-23
São Paulo,3550308,52,domingo ,2020-08-23
Registro,3542602,49,domingo ,2020-08-23
Itupeva,3524006,44,domingo ,2020-08-23
Santana De Parnaíba,3547304,55,domingo ,2020-08-23
Lençóis Paulista,3526803,39,segunda-feira ,2020-08-24
Ribeirão Preto,3543402,42,segunda-feira ,2020-08-24
Atibaia,3504107,36,segunda-feira ,2020-08-24
Bragança Paulista,3507605,37,segunda-feira ,2020-08-24
São José Dos Campos,3549904,44,segunda-feira ,2020-08-24
Olímpia,3533908,43,segunda-feira ,2020-08-24
Pindamonhangaba,3538006,43,segunda-feira ,2020-08-24
Monte Alto,3531308,51,segunda-feira ,2020-08-24
Mogi Das Cruzes,3530607,41,segunda-feira ,2020-08-24
Leme,3526704,44,segunda-feira ,2020-08-24
Avaré,3504503,42,segunda-feira ,2020-08-24
Vargem Grande Paulista,3556453,46,segunda-feira ,2020-08-24
Jandira,3525003,33,segunda-feira ,2020-08-24
Pirassununga,3539301,43,segunda-feira ,2020-08-24
Sumaré,3552403,37,segunda-feira ,2020-08-24
Lorena,3527207,41,segunda-feira ,2020-08-24
São Vicente,3551009,45,segunda-feira ,2020-08-24
Rio Claro,3543907,39,segunda-feira ,2020-08-24
Votorantim,3557006,39,segunda-feira ,2020-08-24
Birigui,3506508,39,segunda-feira ,2020-08-24
Ubatuba,3555406,50,segunda-feira ,2020-08-24
Porto Ferreira,3540705,51,segunda-feira ,2020-08-24
Campo Limpo Paulista,3509601,46,segunda-feira ,2020-08-24
Taboão Da Serra,3552809,42,segunda-feira ,2020-08-24
Poá,3539806,38,segunda-feira ,2020-08-24
São João Da Boa Vista,3549102,48,segunda-feira ,2020-08-24
Caraguatatuba,3510500,41,segunda-feira ,2020-08-24
São Carlos,3548906,43,segunda-feira ,2020-08-24
Presidente Prudente,3541406,36,segunda-feira ,2020-08-24
Itapecerica Da Serra,3522208,45,segunda-feira ,2020-08-24
Rio Grande Da Serra,3544103,49,segunda-feira ,2020-08-24
Salto,3545209,37,segunda-feira ,2020-08-24
Jaguariúna,3524709,40,segunda-feira ,2020-08-24
Artur Nogueira,3503802,46,segunda-feira ,2020-08-24
Registro,3542602,42,segunda-feira ,2020-08-24
Taubaté,3554102,37,segunda-feira ,2020-08-24
Penápolis,3537305,44,segunda-feira ,2020-08-24
Santos,3548500,38,segunda-feira ,2020-08-24
Monte Mor,3531803,51,segunda-feira ,2020-08-24
Araraquara,3503208,37,segunda-feira ,2020-08-24
Itapeva,3522406,38,segunda-feira ,2020-08-24
Tupã,3555000,43,segunda-feira ,2020-08-24
Cajamar,3509205,38,segunda-feira ,2020-08-24
Lins,3527108,41,segunda-feira ,2020-08-24
Campos Do Jordão,3509700,41,segunda-feira ,2020-08-24
Porto Feliz,3540606,41,segunda-feira ,2020-08-24
Americana,3501608,35,segunda-feira ,2020-08-24
Embu Das Artes,3515004,47,segunda-feira ,2020-08-24
Jundiaí,3525904,34,segunda-feira ,2020-08-24
Boituva,3507001,37,segunda-feira ,2020-08-24
Votuporanga,3557105,44,segunda-feira ,2020-08-24
Bertioga,3506359,45,segunda-feira ,2020-08-24
Catanduva,3511102,37,segunda-feira ,2020-08-24
Matão,3529302,40,segunda-feira ,2020-08-24
São Joaquim Da Barra,3549409,63,segunda-feira ,2020-08-24
Franco Da Rocha,3516408,42,segunda-feira ,2020-08-24
Marília,3529005,37,segunda-feira ,2020-08-24
Nova Odessa,3533403,39,segunda-feira ,2020-08-24
Hortolândia,3519071,38,segunda-feira ,2020-08-24
Cruzeiro,3513405,40,segunda-feira ,2020-08-24
Bebedouro,3506102,47,segunda-feira ,2020-08-24
Jaboticabal,3524303,42,segunda-feira ,2020-08-24
Itu,3523909,36,segunda-feira ,2020-08-24
Itararé,3523206,50,segunda-feira ,2020-08-24
Indaiatuba,3520509,42,segunda-feira ,2020-08-24
Barueri,3505708,34,segunda-feira ,2020-08-24
Batatais,3505906,41,segunda-feira ,2020-08-24
Mogi Guaçu,3530706,40,segunda-feira ,2020-08-24
Santo André,3547809,43,segunda-feira ,2020-08-24
Guaratinguetá,3518404,38,segunda-feira ,2020-08-24
São Bernardo Do Campo,3548708,44,segunda-feira ,2020-08-24
Ribeirão Pires,3543303,42,segunda-feira ,2020-08-24
Taquaritinga,3553708,53,segunda-feira ,2020-08-24
Suzano,3552502,39,segunda-feira ,2020-08-24
Vinhedo,3556701,43,segunda-feira ,2020-08-24
Itaquaquecetuba,3523107,38,segunda-feira ,2020-08-24
Fernandópolis,3515509,40,segunda-feira ,2020-08-24
Caieiras,3509007,39,segunda-feira ,2020-08-24
São Caetano Do Sul,3548807,41,segunda-feira ,2020-08-24
Mirassol,3530300,48,segunda-feira ,2020-08-24
Assis,3504008,39,segunda-feira ,2020-08-24
Ibiúna,3519709,45,segunda-feira ,2020-08-24
Andradina,3502101,45,segunda-feira ,2020-08-24
Santa Isabel,3546801,43,segunda-feira ,2020-08-24
Francisco Morato,3516309,43,segunda-feira ,2020-08-24
Mogi Mirim,3530805,44,segunda-feira ,2020-08-24
Guarujá,3518701,42,segunda-feira ,2020-08-24
Piracicaba,3538709,37,segunda-feira ,2020-08-24
Santana De Parnaíba,3547304,45,segunda-feira ,2020-08-24
Caçapava,3508504,43,segunda-feira ,2020-08-24
Botucatu,3507506,39,segunda-feira ,2020-08-24
Tatuí,3554003,40,segunda-feira ,2020-08-24
Diadema,3513801,36,segunda-feira ,2020-08-24
Peruíbe,3537602,45,segunda-feira ,2020-08-24
Praia Grande,3541000,45,segunda-feira ,2020-08-24
Itupeva,3524006,38,segunda-feira ,2020-08-24
Santa Bárbara D'Oeste,3545803,36,segunda-feira ,2020-08-24
São José Do Rio Pardo,3549706,53,segunda-feira ,2020-08-24
Piedade,3537800,49,segunda-feira ,2020-08-24
Estado De São Paulo,35,43,segunda-feira ,2020-08-24
Itatiba,3523404,37,segunda-feira ,2020-08-24
Itapetininga,3522307,41,segunda-feira ,2020-08-24
Araçatuba,3502804,34,segunda-feira ,2020-08-24
Araras,3503307,39,segunda-feira ,2020-08-24
Guarulhos,3518800,38,segunda-feira ,2020-08-24
São Sebastião,3550704,54,segunda-feira ,2020-08-24
Ibitinga,3519600,48,segunda-feira ,2020-08-24
São José Do Rio Preto,3549805,40,segunda-feira ,2020-08-24
Cubatão,3513504,43,segunda-feira ,2020-08-24
São Paulo,3550308,43,segunda-feira ,2020-08-24
Várzea Paulista,3556503,40,segunda-feira ,2020-08-24
Limeira,3526902,35,segunda-feira ,2020-08-24
Arujá,3503901,35,segunda-feira ,2020-08-24
São Roque,3550605,43,segunda-feira ,2020-08-24
Carapicuíba,3510609,39,segunda-feira ,2020-08-24
Ourinhos,3534708,40,segunda-feira ,2020-08-24
Jaú,3525300,41,segunda-feira ,2020-08-24
Mococa,3530508,58,segunda-feira ,2020-08-24
Itapevi,3522505,38,segunda-feira ,2020-08-24
Osasco,3534401,39,segunda-feira ,2020-08-24
Itapira,3522604,43,segunda-feira ,2020-08-24
Mairiporã,3528502,41,segunda-feira ,2020-08-24
Mongaguá,3531100,46,segunda-feira ,2020-08-24
Capivari,3510401,44,segunda-feira ,2020-08-24
Barretos,3505500,37,segunda-feira ,2020-08-24
Bauru,3506003,37,segunda-feira ,2020-08-24
Valinhos,3556206,39,segunda-feira ,2020-08-24
Itanhaém,3522109,45,segunda-feira ,2020-08-24
Cotia,3513009,40,segunda-feira ,2020-08-24
Paulínia,3536505,38,segunda-feira ,2020-08-24
Campinas,3509502,38,segunda-feira ,2020-08-24
Cosmópolis,3512803,40,segunda-feira ,2020-08-24
Ferraz De Vasconcelos,3515707,44,segunda-feira ,2020-08-24
Franca,3516200,34,segunda-feira ,2020-08-24
Embu-Guaçu,3515103,44,segunda-feira ,2020-08-24
Sertãozinho,3551702,43,segunda-feira ,2020-08-24
Jacareí,3524402,41,segunda-feira ,2020-08-24
Sorocaba,3552205,37,segunda-feira ,2020-08-24
Amparo,3501905,39,segunda-feira ,2020-08-24
Mauá,3529401,37,segunda-feira ,2020-08-24
Pirassununga,3539301,42,terça-feira ,2020-08-25
Peruíbe,3537602,45,terça-feira ,2020-08-25
São José Do Rio Pardo,3549706,54,terça-feira ,2020-08-25
Suzano,3552502,39,terça-feira ,2020-08-25
São Sebastião,3550704,56,terça-feira ,2020-08-25
São Caetano Do Sul,3548807,42,terça-feira ,2020-08-25
Mogi Guaçu,3530706,40,terça-feira ,2020-08-25
Araraquara,3503208,37,terça-feira ,2020-08-25
Penápolis,3537305,45,terça-feira ,2020-08-25
Itatiba,3523404,38,terça-feira ,2020-08-25
Praia Grande,3541000,45,terça-feira ,2020-08-25
Itapetininga,3522307,41,terça-feira ,2020-08-25
Piracicaba,3538709,37,terça-feira ,2020-08-25
Francisco Morato,3516309,45,terça-feira ,2020-08-25
São Vicente,3551009,46,terça-feira ,2020-08-25
Estado De São Paulo,35,43,terça-feira ,2020-08-25
Fernandópolis,3515509,40,terça-feira ,2020-08-25
Jundiaí,3525904,33,terça-feira ,2020-08-25
Araras,3503307,39,terça-feira ,2020-08-25
Assis,3504008,39,terça-feira ,2020-08-25
Guarujá,3518701,43,terça-feira ,2020-08-25
Cubatão,3513504,44,terça-feira ,2020-08-25
Bragança Paulista,3507605,38,terça-feira ,2020-08-25
Guaratinguetá,3518404,37,terça-feira ,2020-08-25
São José Dos Campos,3549904,45,terça-feira ,2020-08-25
Diadema,3513801,38,terça-feira ,2020-08-25
Lençóis Paulista,3526803,40,terça-feira ,2020-08-25
Mogi Das Cruzes,3530607,42,terça-feira ,2020-08-25
Santos,3548500,38,terça-feira ,2020-08-25
Campo Limpo Paulista,3509601,45,terça-feira ,2020-08-25
Andradina,3502101,45,terça-feira ,2020-08-25
Santa Isabel,3546801,44,terça-feira ,2020-08-25
Caieiras,3509007,35,terça-feira ,2020-08-25
Carapicuíba,3510609,40,terça-feira ,2020-08-25
Porto Feliz,3540606,41,terça-feira ,2020-08-25
Itapevi,3522505,38,terça-feira ,2020-08-25
Mongaguá,3531100,47,terça-feira ,2020-08-25
Tatuí,3554003,39,terça-feira ,2020-08-25
Limeira,3526902,36,terça-feira ,2020-08-25
Ferraz De Vasconcelos,3515707,45,terça-feira ,2020-08-25
Catanduva,3511102,36,terça-feira ,2020-08-25
Lorena,3527207,42,terça-feira ,2020-08-25
Mirassol,3530300,48,terça-feira ,2020-08-25
Jaú,3525300,41,terça-feira ,2020-08-25
Botucatu,3507506,37,terça-feira ,2020-08-25
Jaboticabal,3524303,42,terça-feira ,2020-08-25
Indaiatuba,3520509,42,terça-feira ,2020-08-25
Santa Bárbara D'Oeste,3545803,38,terça-feira ,2020-08-25
Bertioga,3506359,47,terça-feira ,2020-08-25
Mococa,3530508,56,terça-feira ,2020-08-25
Olímpia,3533908,42,terça-feira ,2020-08-25
Caçapava,3508504,43,terça-feira ,2020-08-25
Barueri,3505708,35,terça-feira ,2020-08-25
Ribeirão Pires,3543303,42,terça-feira ,2020-08-25
Taubaté,3554102,39,terça-feira ,2020-08-25
Taquaritinga,3553708,53,terça-feira ,2020-08-25
Vinhedo,3556701,43,terça-feira ,2020-08-25
Mogi Mirim,3530805,43,terça-feira ,2020-08-25
Jaguariúna,3524709,42,terça-feira ,2020-08-25
Marília,3529005,37,terça-feira ,2020-08-25
Ibiúna,3519709,47,terça-feira ,2020-08-25
Santo André,3547809,43,terça-feira ,2020-08-25
São Bernardo Do Campo,3548708,45,terça-feira ,2020-08-25
Itupeva,3524006,38,terça-feira ,2020-08-25
Ourinhos,3534708,41,terça-feira ,2020-08-25
São Joaquim Da Barra,3549409,62,terça-feira ,2020-08-25
Avaré,3504503,41,terça-feira ,2020-08-25
Itaquaquecetuba,3523107,39,terça-feira ,2020-08-25
Osasco,3534401,40,terça-feira ,2020-08-25
Votuporanga,3557105,44,terça-feira ,2020-08-25
Várzea Paulista,3556503,40,terça-feira ,2020-08-25
Artur Nogueira,3503802,47,terça-feira ,2020-08-25
Itu,3523909,36,terça-feira ,2020-08-25
Birigui,3506508,39,terça-feira ,2020-08-25
Franco Da Rocha,3516408,42,terça-feira ,2020-08-25
Ubatuba,3555406,51,terça-feira ,2020-08-25
Valinhos,3556206,41,terça-feira ,2020-08-25
Votorantim,3557006,39,terça-feira ,2020-08-25
São José Do Rio Preto,3549805,39,terça-feira ,2020-08-25
São Roque,3550605,43,terça-feira ,2020-08-25
Batatais,3505906,56,terça-feira ,2020-08-25
São Paulo,3550308,44,terça-feira ,2020-08-25
Santana De Parnaíba,3547304,45,terça-feira ,2020-08-25
Caraguatatuba,3510500,43,terça-feira ,2020-08-25
Salto,3545209,37,terça-feira ,2020-08-25
Nova Odessa,3533403,40,terça-feira ,2020-08-25
Sertãozinho,3551702,43,terça-feira ,2020-08-25
Tupã,3555000,41,terça-feira ,2020-08-25
Cruzeiro,3513405,42,terça-feira ,2020-08-25
Taboão Da Serra,3552809,44,terça-feira ,2020-08-25
Bebedouro,3506102,49,terça-feira ,2020-08-25
Jacareí,3524402,42,terça-feira ,2020-08-25
Rio Grande Da Serra,3544103,50,terça-feira ,2020-08-25
Sumaré,3552403,37,terça-feira ,2020-08-25
Presidente Prudente,3541406,36,terça-feira ,2020-08-25
Rio Claro,3543907,39,terça-feira ,2020-08-25
Monte Mor,3531803,52,terça-feira ,2020-08-25
São João Da Boa Vista,3549102,43,terça-feira ,2020-08-25
São Carlos,3548906,43,terça-feira ,2020-08-25
Hortolândia,3519071,38,terça-feira ,2020-08-25
Ibitinga,3519600,52,terça-feira ,2020-08-25
Porto Ferreira,3540705,52,terça-feira ,2020-08-25
Poá,3539806,39,terça-feira ,2020-08-25
Boituva,3507001,39,terça-feira ,2020-08-25
Cosmópolis,3512803,41,terça-feira ,2020-08-25
Monte Alto,3531308,51,terça-feira ,2020-08-25
Paulínia,3536505,36,terça-feira ,2020-08-25
Sorocaba,3552205,37,terça-feira ,2020-08-25
Guarulhos,3518800,38,terça-feira ,2020-08-25
Itapecerica Da Serra,3522208,44,terça-feira ,2020-08-25
Leme,3526704,44,terça-feira ,2020-08-25
Itapira,3522604,43,terça-feira ,2020-08-25
Bauru,3506003,37,terça-feira ,2020-08-25
Capivari,3510401,40,terça-feira ,2020-08-25
Cajamar,3509205,37,terça-feira ,2020-08-25
Mairiporã,3528502,44,terça-feira ,2020-08-25
Itapeva,3522406,40,terça-feira ,2020-08-25
Piedade,3537800,49,terça-feira ,2020-08-25
Matão,3529302,39,terça-feira ,2020-08-25
Cotia,3513009,41,terça-feira ,2020-08-25
Pindamonhangaba,3538006,44,terça-feira ,2020-08-25
Barretos,3505500,38,terça-feira ,2020-08-25
Registro,3542602,43,terça-feira ,2020-08-25
Itararé,3523206,51,terça-feira ,2020-08-25
Embu Das Artes,3515004,46,terça-feira ,2020-08-25
Arujá,3503901,36,terça-feira ,2020-08-25
Campinas,3509502,38,terça-feira ,2020-08-25
Campos Do Jordão,3509700,43,terça-feira ,2020-08-25
Araçatuba,3502804,36,terça-feira ,2020-08-25
Americana,3501608,35,terça-feira ,2020-08-25
Amparo,3501905,39,terça-feira ,2020-08-25
Vargem Grande Paulista,3556453,45,terça-feira ,2020-08-25
Atibaia,3504107,37,terça-feira ,2020-08-25
Mauá,3529401,38,terça-feira ,2020-08-25
Franca,3516200,36,terça-feira ,2020-08-25
Lins,3527108,42,terça-feira ,2020-08-25
Embu-Guaçu,3515103,44,terça-feira ,2020-08-25
Jandira,3525003,38,terça-feira ,2020-08-25
Itanhaém,3522109,45,terça-feira ,2020-08-25
Ribeirão Preto,3543402,42,terça-feira ,2020-08-25
Artur Nogueira,3503802,47,quarta-feira ,2020-08-26
Campos Do Jordão,3509700,42,quarta-feira ,2020-08-26
Jandira,3525003,31,quarta-feira ,2020-08-26
Monte Alto,3531308,51,quarta-feira ,2020-08-26
Itapeva,3522406,38,quarta-feira ,2020-08-26
Salto,3545209,37,quarta-feira ,2020-08-26
Itu,3523909,35,quarta-feira ,2020-08-26
Itupeva,3524006,38,quarta-feira ,2020-08-26
Bebedouro,3506102,50,quarta-feira ,2020-08-26
Lorena,3527207,43,quarta-feira ,2020-08-26
Batatais,3505906,51,quarta-feira ,2020-08-26
Matão,3529302,40,quarta-feira ,2020-08-26
Atibaia,3504107,38,quarta-feira ,2020-08-26
Itatiba,3523404,37,quarta-feira ,2020-08-26
Vargem Grande Paulista,3556453,45,quarta-feira ,2020-08-26
Tatuí,3554003,40,quarta-feira ,2020-08-26
Cajamar,3509205,37,quarta-feira ,2020-08-26
Catanduva,3511102,37,quarta-feira ,2020-08-26
Caçapava,3508504,43,quarta-feira ,2020-08-26
Jaú,3525300,41,quarta-feira ,2020-08-26
Itapevi,3522505,37,quarta-feira ,2020-08-26
Mongaguá,3531100,45,quarta-feira ,2020-08-26
Ourinhos,3534708,40,quarta-feira ,2020-08-26
Americana,3501608,36,quarta-feira ,2020-08-26
Limeira,3526902,33,quarta-feira ,2020-08-26
Birigui,3506508,39,quarta-feira ,2020-08-26
Presidente Prudente,3541406,35,quarta-feira ,2020-08-26
Santos,3548500,37,quarta-feira ,2020-08-26
Penápolis,3537305,43,quarta-feira ,2020-08-26
Mogi Guaçu,3530706,40,quarta-feira ,2020-08-26
Porto Feliz,3540606,41,quarta-feira ,2020-08-26
Votorantim,3557006,38,quarta-feira ,2020-08-26
São Joaquim Da Barra,3549409,62,quarta-feira ,2020-08-26
Amparo,3501905,39,quarta-feira ,2020-08-26
Marília,3529005,37,quarta-feira ,2020-08-26
Caraguatatuba,3510500,42,quarta-feira ,2020-08-26
Piedade,3537800,49,quarta-feira ,2020-08-26
Paulínia,3536505,35,quarta-feira ,2020-08-26
Sorocaba,3552205,36,quarta-feira ,2020-08-26
Poá,3539806,40,quarta-feira ,2020-08-26
Barretos,3505500,35,quarta-feira ,2020-08-26
Barueri,3505708,34,quarta-feira ,2020-08-26
São João Da Boa Vista,3549102,44,quarta-feira ,2020-08-26
Itapecerica Da Serra,3522208,44,quarta-feira ,2020-08-26
Franca,3516200,35,quarta-feira ,2020-08-26
São José Do Rio Preto,3549805,38,quarta-feira ,2020-08-26
Porto Ferreira,3540705,52,quarta-feira ,2020-08-26
Campinas,3509502,36,quarta-feira ,2020-08-26
Mirassol,3530300,45,quarta-feira ,2020-08-26
Arujá,3503901,34,quarta-feira ,2020-08-26
Guarujá,3518701,42,quarta-feira ,2020-08-26
Guarulhos,3518800,37,quarta-feira ,2020-08-26
Sertãozinho,3551702,42,quarta-feira ,2020-08-26
Tupã,3555000,43,quarta-feira ,2020-08-26
Pirassununga,3539301,43,quarta-feira ,2020-08-26
São Vicente,3551009,45,quarta-feira ,2020-08-26
Bragança Paulista,3507605,37,quarta-feira ,2020-08-26
Mogi Das Cruzes,3530607,41,quarta-feira ,2020-08-26
Taubaté,3554102,38,quarta-feira ,2020-08-26
Araçatuba,3502804,34,quarta-feira ,2020-08-26
Jaguariúna,3524709,43,quarta-feira ,2020-08-26
Ibitinga,3519600,47,quarta-feira ,2020-08-26
Estado De São Paulo,35,42,quarta-feira ,2020-08-26
Taboão Da Serra,3552809,43,quarta-feira ,2020-08-26
Mairiporã,3528502,42,quarta-feira ,2020-08-26
Rio Grande Da Serra,3544103,49,quarta-feira ,2020-08-26
Embu-Guaçu,3515103,44,quarta-feira ,2020-08-26
Lins,3527108,40,quarta-feira ,2020-08-26
Cosmópolis,3512803,44,quarta-feira ,2020-08-26
Santa Bárbara D'Oeste,3545803,37,quarta-feira ,2020-08-26
São Sebastião,3550704,56,quarta-feira ,2020-08-26
São Paulo,3550308,43,quarta-feira ,2020-08-26
Jundiaí,3525904,33,quarta-feira ,2020-08-26
Embu Das Artes,3515004,45,quarta-feira ,2020-08-26
Cotia,3513009,40,quarta-feira ,2020-08-26
Avaré,3504503,43,quarta-feira ,2020-08-26
Pindamonhangaba,3538006,43,quarta-feira ,2020-08-26
Bertioga,3506359,46,quarta-feira ,2020-08-26
Leme,3526704,44,quarta-feira ,2020-08-26
Itararé,3523206,45,quarta-feira ,2020-08-26
Campo Limpo Paulista,3509601,45,quarta-feira ,2020-08-26
Osasco,3534401,39,quarta-feira ,2020-08-26
Várzea Paulista,3556503,39,quarta-feira ,2020-08-26
Jaboticabal,3524303,41,quarta-feira ,2020-08-26
Indaiatuba,3520509,41,quarta-feira ,2020-08-26
Peruíbe,3537602,46,quarta-feira ,2020-08-26
Santa Isabel,3546801,43,quarta-feira ,2020-08-26
Registro,3542602,41,quarta-feira ,2020-08-26
Valinhos,3556206,40,quarta-feira ,2020-08-26
São José Do Rio Pardo,3549706,54,quarta-feira ,2020-08-26
Caieiras,3509007,38,quarta-feira ,2020-08-26
Praia Grande,3541000,45,quarta-feira ,2020-08-26
Piracicaba,3538709,36,quarta-feira ,2020-08-26
São Carlos,3548906,42,quarta-feira ,2020-08-26
Monte Mor,3531803,55,quarta-feira ,2020-08-26
Rio Claro,3543907,39,quarta-feira ,2020-08-26
Votuporanga,3557105,40,quarta-feira ,2020-08-26
Guaratinguetá,3518404,39,quarta-feira ,2020-08-26
Olímpia,3533908,41,quarta-feira ,2020-08-26
Franco Da Rocha,3516408,42,quarta-feira ,2020-08-26
Mococa,3530508,56,quarta-feira ,2020-08-26
Bauru,3506003,36,quarta-feira ,2020-08-26
Ferraz De Vasconcelos,3515707,43,quarta-feira ,2020-08-26
Mogi Mirim,3530805,44,quarta-feira ,2020-08-26
Boituva,3507001,43,quarta-feira ,2020-08-26
Capivari,3510401,44,quarta-feira ,2020-08-26
Botucatu,3507506,38,quarta-feira ,2020-08-26
Cubatão,3513504,42,quarta-feira ,2020-08-26
Itapetininga,3522307,42,quarta-feira ,2020-08-26
Araraquara,3503208,36,quarta-feira ,2020-08-26
Ribeirão Pires,3543303,41,quarta-feira ,2020-08-26
São Bernardo Do Campo,3548708,43,quarta-feira ,2020-08-26
Hortolândia,3519071,38,quarta-feira ,2020-08-26
